Time,Open,High,Low,Close
2015.04.28 13:00,118.966,119.025,118.857,118.869
2015.04.28 14:00,118.869,118.954,118.819,118.949
2015.04.28 15:00,118.948,119.129,118.942,119.036
2015.04.28 16:00,119.035,119.105,118.981,118.991
2015.04.28 17:00,118.99,118.991,118.773,118.813
2015.04.28 18:00,118.814,118.88,118.789,118.808
2015.04.28 19:00,118.808,118.964,118.806,118.934
2015.04.28 20:00,118.934,118.964,118.879,118.912
2015.04.28 21:00,118.912,118.958,118.836,118.865
2015.04.28 22:00,118.864,118.925,118.836,118.865
2015.04.28 23:00,118.866,118.911,118.831,118.868
2015.04.29 01:00,118.839,118.898,118.828,118.838
2015.04.29 02:00,118.837,118.853,118.809,118.83
2015.04.29 03:00,118.83,118.85,118.753,118.782
2015.04.29 04:00,118.783,118.866,118.778,118.861
2015.04.29 05:00,118.861,118.875,118.811,118.843
2015.04.29 06:00,118.842,118.881,118.832,118.87
2015.04.29 07:00,118.869,118.876,118.84,118.853
2015.04.29 08:00,118.854,118.869,118.816,118.836
2015.04.29 09:00,118.835,118.938,118.814,118.875
2015.04.29 10:00,118.874,118.973,118.874,118.92
2015.04.29 11:00,118.92,119.192,118.918,119.171
2015.04.29 12:00,119.177,119.344,119.155,119.317
2015.04.29 13:00,119.317,119.359,119.295,119.319
2015.04.29 14:00,119.318,119.326,119.222,119.279
2015.04.29 15:00,119.279,119.338,118.889,119.201
2015.04.29 16:00,119.2,119.246,118.959,118.974
2015.04.29 17:00,118.975,119.032,118.766,118.935
2015.04.29 18:00,118.934,118.982,118.815,118.834
2015.04.29 19:00,118.835,118.853,118.619,118.711
2015.04.29 20:00,118.711,118.762,118.607,118.62
2015.04.29 21:00,118.621,119.112,118.619,118.97
2015.04.29 22:00,118.969,119.043,118.923,119.029
2015.04.29 23:00,119.026,119.059,118.97,119.025
2015.04.30 01:00,119.102,119.105,119.032,119.04
2015.04.30 02:00,119.04,119.047,118.953,118.981
2015.04.30 03:00,118.982,119.025,118.903,118.991
2015.04.30 04:00,118.991,118.995,118.891,118.891
2015.04.30 05:00,118.891,118.942,118.754,118.801
2015.04.30 06:00,118.802,118.989,118.789,118.94
